Employee_ID,Age_Group,Monthly_Income_Band,Tenure_Group,Distance_Band,Manager_Tenure_Group,Satisfaction_Index,Engagement_Score,Salary_vs_Role_Avg,High_Flight_Risk,Stagnation_Flag,Attrition_Binary,Education_Label,Environment_Satisfaction_Label,Job_Satisfaction_Label,Relationship_Satisfaction_Label,Work_Life_Balance_Label,Performance_Rating_Label,Stock_Option_Label
1951,26-35,High,Established,Moderate,New,3.00,3.00,1.25,0,0,0,Master,"Very High",High,High,Good,"Meets Expectations",Low
129,26-35,Medium,"Early Tenure","Very Close",Developing,2.75,2.80,0.61,0,0,0,Bachelor,Medium,High,Medium,Best,"Meets Expectations",None
842,46-55,Medium,Established,"Very Close",Developing,3.00,3.00,0.75,1,1,1,"Below College",High,"Very High",High,Good,"Meets Expectations",None
840,46-55,High,Established,Moderate,Established,3.00,3.00,1.11,1,0,1,Bachelor,High,"Very High",Low,Best,"Meets Expectations",Medium
131,56+,High,Veteran,Close,Established,3.00,3.00,2.00,0,0,0,Master,"Very High",High,High,Good,"Meets Expectations",None
1487,26-35,Medium,"Early Tenure",Moderate,New,1.25,1.60,0.83,1,0,1,Bachelor,Low,Medium,Low,Bad,"Meets Expectations",None
1962,26-35,Medium,Established,Close,Established,3.50,3.40,0.75,0,0,0,Master,High,"Very High","Very High",Better,"Meets Expectations",None
1965,26-35,Medium,Established,Close,Established,3.00,3.00,0.59,0,0,0,Bachelor,"Very High","Very High",Low,Better,"Meets Expectations",None
1489,26-35,Medium,"Long Tenure",Far,Established,2.50,2.40,0.66,1,1,1,Master,Low,Medium,High,Best,Excellent,None
1967,26-35,Medium,Established,Far,Established,2.75,2.80,0.81,1,0,1,Master,Low,"Very High",High,Better,"Meets Expectations",None
1968,46-55,High,"New Hire",Far,New,1.50,1.80,1.51,1,0,1,Master,Low,Low,Medium,Good,"Meets Expectations",None
1105,36-45,Medium,"New Hire",Close,New,3.50,3.20,0.97,0,0,0,Master,"Very High","Very High",High,Better,"Meets Expectations",High
142,18-25,Medium,Established,"Very Close",Developing,3.25,3.00,0.83,1,0,1,Bachelor,High,High,"Very High",Better,"Meets Expectations",None
1497,26-35,High,Established,Moderate,Developing,3.00,2.80,1.24,0,0,0,Bachelor,High,High,High,Better,"Meets Expectations",Medium
152,36-45,High,"Early Tenure","Very Close",Developing,2.75,2.80,1.07,0,0,0,Bachelor,High,"Very High",Low,Better,"Meets Expectations",None
154,36-45,High,Established,Moderate,Established,3.00,3.00,1.41,0,0,0,College,Medium,"Very High",High,Better,"Meets Expectations",Low
160,26-35,Medium,Established,Far,Established,2.50,2.60,0.89,0,0,0,College,High,Medium,Low,Best,"Meets Expectations",Low
1975,36-45,High,"Long Tenure",Moderate,Established,1.75,2.00,1.93,0,0,0,Master,Medium,Low,Low,Better,"Meets Expectations",None
1503,46-55,Medium,"Early Tenure",Moderate,New,2.75,2.80,0.66,0,0,0,Bachelor,High,High,High,Good,"Meets Expectations",Low
163,26-35,Medium,Established,Close,Established,2.25,2.00,0.89,1,1,1,Master,Medium,High,Medium,Good,"Meets Expectations",None
174,46-55,High,"New Hire",Moderate,New,3.50,3.40,1.33,0,0,0,Bachelor,High,"Very High","Very High",Better,"Meets Expectations",None
1507,26-35,Medium,"Early Tenure",Close,Developing,2.75,2.80,0.71,0,0,0,Bachelor,High,Low,"Very High",Better,"Meets Expectations",None
175,26-35,Medium,"New Hire",Moderate,New,2.75,2.40,0.66,1,0,1,Bachelor,Medium,High,High,Better,"Meets Expectations",Low
176,36-45,High,Established,Close,Established,3.00,3.00,1.18,0,0,0,"Below College",High,High,High,Better,"Meets Expectations",Low
1986,36-45,Medium,"Long Tenure","Very Close",Established,2.50,2.60,0.82,0,1,0,College,Medium,Medium,High,Better,"Meets Expectations",Low
182,36-45,Medium,"Long Tenure","Very Close",Established,3.50,3.20,0.85,0,1,0,Master,"Very High",High,High,Best,"Meets Expectations",Low
947,26-35,Medium,Established,Moderate,New,3.25,3.20,1.00,0,0,0,College,"Very High",High,"Very High",Good,"Meets Expectations",Low
183,18-25,High,"New Hire",Far,New,2.75,2.60,1.25,0,0,0,Bachelor,Low,High,"Very High",Better,"Meets Expectations",None
195,26-35,Medium,Established,Close,Established,4.00,3.40,0.67,0,0,0,College,"Very High","Very High","Very High",Best,"Meets Expectations",High
204,26-35,High,Established,"Very Close",Established,2.25,2.40,1.05,0,0,0,Doctor,High,Medium,Low,Better,"Meets Expectations",Medium
1995,36-45,Medium,"Long Tenure","Very Close",Established,2.50,2.60,0.64,0,1,0,Master,"Very High",Medium,Low,Better,"Meets Expectations",Medium
207,26-35,High,Established,Close,Established,3.25,3.20,1.30,0,0,0,Bachelor,Medium,"Very High","Very High",Better,"Meets Expectations",None
215,36-45,High,"Long Tenure","Very Close",Long-Term,2.50,2.40,1.57,0,0,0,Master,High,"Very High",Low,Good,"Meets Expectations",Low
228,26-35,High,Established,"Very Close",Developing,3.00,3.00,1.36,0,0,0,Bachelor,Medium,"Very High",High,Better,"Meets Expectations",Low
230,36-45,High,Established,"Very Close",Established,3.00,2.80,1.25,0,0,0,Master,Low,"Very High",High,Best,Excellent,None
1036,36-45,Medium,"New Hire","Very Close",New,3.00,3.00,0.99,0,0,0,Master,Medium,"Very High",High,Better,"Meets Expectations",None
1113,46-55,Medium,"New Hire","Very Close",New,3.50,3.40,0.68,1,0,1,Master,"Very High",High,"Very High",Better,"Meets Expectations",None
240,36-45,Medium,"Early Tenure","Very Close",Developing,2.25,2.40,0.72,0,0,0,College,High,Low,Low,Best,"Meets Expectations",Low
244,46-55,High,Veteran,"Very Close",Established,2.25,2.40,1.51,0,0,0,College,Medium,Low,High,Better,Excellent,High
1114,26-35,Medium,"Early Tenure",Close,New,3.00,3.00,0.62,0,0,0,Bachelor,"Very High",Medium,High,Better,"Meets Expectations",Low
283,26-35,High,Established,Far,Established,3.00,3.00,1.10,1,0,1,Bachelor,Medium,"Very High","Very High",Good,Excellent,High
291,26-35,High,"Long Tenure","Very Close",Established,3.25,2.80,1.50,1,0,1,Master,"Very High","Very High",High,Good,"Meets Expectations",None
293,26-35,High,Established,Moderate,Established,3.50,3.40,1.44,0,0,0,Bachelor,"Very High",High,"Very High",Better,"Meets Expectations",None
2016,26-35,High,"Long Tenure","Very Close",Established,3.25,3.20,1.51,0,0,0,Master,High,"Very High",High,Better,"Meets Expectations",Medium
299,26-35,Medium,Established,Far,New,2.25,2.20,0.97,1,0,1,Master,High,Low,High,Good,"Meets Expectations",None
2018,18-25,Medium,"Early Tenure",Close,Developing,2.00,2.20,0.71,0,0,0,College,Low,High,Medium,Good,Excellent,Low
1548,36-45,Medium,Established,Close,New,2.50,2.60,0.79,0,1,0,College,Low,Low,"Very High",Best,"Meets Expectations",None
302,36-45,High,"Long Tenure",Close,Established,3.75,3.40,1.28,0,0,0,Bachelor,"Very High","Very High","Very High",Better,"Meets Expectations",None
2024,36-45,High,Established,"Very Close",Developing,2.75,2.60,1.10,0,0,0,Bachelor,Low,"Very High",High,Better,"Meets Expectations",Medium
303,46-55,Medium,Established,"Very Close",Developing,3.00,3.00,0.86,0,0,0,Bachelor,"Very High",Low,"Very High",Better,"Meets Expectations",Low
307,36-45,High,"Long Tenure","Very Close",Long-Term,2.25,2.40,1.53,0,0,0,Bachelor,Low,High,High,Good,"Meets Expectations",Medium
936,36-45,Medium,"Early Tenure",Moderate,Developing,2.50,2.40,0.90,0,0,0,College,High,High,Low,Better,"Meets Expectations",None
312,26-35,High,"Long Tenure","Very Close",New,3.25,3.20,1.14,0,0,0,"Below College",Medium,"Very High","Very High",Better,"Meets Expectations",Low
314,26-35,High,Established,"Very Close",Established,2.75,2.80,1.27,0,0,0,Bachelor,High,High,Low,Best,"Meets Expectations",None
1117,36-45,Medium,"Long Tenure",Close,Long-Term,3.00,2.80,0.81,0,0,0,Master,Medium,High,"Very High",Better,"Meets Expectations",Low
2035,26-35,Medium,Established,Far,Established,3.50,3.20,0.97,0,0,0,Bachelor,"Very High",High,"Very High",Better,Excellent,Medium
2036,36-45,Medium,"Long Tenure",Moderate,Long-Term,2.75,2.40,0.78,0,1,0,Master,"Very High","Very High",Low,Good,Excellent,Low
2037,36-45,High,"Early Tenure","Very Close",Developing,2.75,2.60,1.29,0,0,0,Bachelor,High,Medium,High,Better,"Meets Expectations",Low
333,26-35,Medium,"Early Tenure",Far,New,2.75,2.80,0.64,0,0,0,Master,High,"Very High",Low,Better,"Meets Expectations",None
1560,26-35,Medium,"New Hire",Close,New,1.75,2.00,0.92,0,0,0,Master,Low,Low,"Very High",Bad,"Meets Expectations",Low
2041,36-45,Medium,Established,Close,Established,2.75,2.80,0.77,0,0,0,College,Low,"Very High",High,Better,"Meets Expectations",Low
2044,46-55,Medium,Established,"Very Close",New,3.00,3.00,0.97,1,0,1,Master,Medium,High,"Very High",Better,"Meets Expectations",Medium
2045,36-45,Medium,Established,Moderate,New,2.25,2.20,0.96,0,0,0,Master,Medium,"Very High",Low,Good,"Meets Expectations",Low
2046,36-45,Medium,"Early Tenure",Moderate,New,3.25,3.20,0.70,0,0,0,Bachelor,"Very High",High,High,Better,"Meets Expectations",None
1562,26-35,High,Established,"Very Close",Established,2.50,2.40,1.40,1,1,1,Bachelor,Medium,Low,"Very High",Better,"Meets Expectations",Low
349,26-35,Medium,"Early Tenure",Moderate,New,3.75,3.60,1.00,0,0,0,College,"Very High","Very High","Very High",Better,"Meets Expectations",Low
1003,46-55,Medium,Established,"Very Close",Established,3.50,3.40,0.60,0,0,0,College,"Very High","Very High",High,Better,"Meets Expectations",None
1568,26-35,High,"Early Tenure",Far,Developing,2.50,2.60,1.34,0,0,0,Master,High,Medium,Medium,Better,"Meets Expectations",Low
1119,36-45,High,Established,Close,Established,2.75,2.60,1.26,0,0,0,Master,High,High,Medium,Better,"Meets Expectations",Medium
361,36-45,Medium,Established,"Very Close",Developing,3.75,3.40,0.76,0,1,0,College,"Very High","Very High","Very High",Better,"Meets Expectations",Low
2055,46-55,High,"Early Tenure",Far,New,2.50,2.40,1.57,1,0,1,Bachelor,"Very High",Low,Medium,Better,"Meets Expectations",Low
2056,36-45,High,"Long Tenure",Far,Established,2.25,2.20,1.74,0,0,0,"Below College",Medium,"Very High",Low,Good,"Meets Expectations",Low
366,26-35,Medium,"New Hire","Very Close",New,2.00,2.00,0.96,0,0,0,Bachelor,Low,Medium,Medium,Better,"Meets Expectations",Medium
378,36-45,Medium,"Early Tenure",Close,New,3.25,3.20,0.94,0,0,0,Master,High,"Very High",Medium,Best,"Meets Expectations",Low
382,36-45,Medium,Established,Close,Established,2.00,2.40,0.81,1,1,0,College,Low,Low,High,Better,Excellent,Low
387,36-45,Medium,"Long Tenure","Very Close",Established,2.75,2.80,0.71,0,1,0,"Below College",Medium,High,High,Better,Excellent,None
2065,46-55,Medium,Established,"Very Close",Established,3.00,2.80,0.78,0,0,0,Bachelor,"Very High",Medium,"Very High",Good,"Meets Expectations",None
1055,26-35,Low,"New Hire",Close,New,3.25,3.20,0.85,0,0,0,Master,High,High,"Very High",Better,"Meets Expectations",Low
1657,18-25,Low,"New Hire","Very Close",New,2.50,2.60,1.06,0,0,0,Bachelor,High,High,Low,Better,"Meets Expectations",None
167,18-25,Low,"New Hire",Far,New,3.25,3.20,0.64,1,0,1,"Below College","Very High",High,"Very High",Good,"Meets Expectations",None
113,18-25,Low,"New Hire","Very Close",New,2.50,2.60,0.88,0,0,0,"Below College",High,Low,High,Better,"Meets Expectations",Low
1961,36-45,Low,"New Hire","Very Close",New,1.25,1.40,1.09,0,0,0,Bachelor,Low,Low,Low,Good,"Meets Expectations",None
49,26-35,Low,"New Hire","Very Close",New,3.00,3.00,0.77,0,0,0,Bachelor,"Very High","Very High",Low,Better,"Meets Expectations",None
1044,26-35,Low,"New Hire",Close,New,3.00,2.80,0.89,0,0,0,"Below College",Medium,"Very High","Very High",Good,"Meets Expectations",None
47,46-55,Low,"Early Tenure","Very Close",New,2.50,2.40,1.02,1,0,1,College,Low,High,High,Better,"Meets Expectations",None
1752,26-35,Low,"New Hire",Close,New,2.50,2.20,1.05,1,0,1,Bachelor,Medium,Medium,High,Better,"Meets Expectations",None
42,36-45,Low,"New Hire","Very Close",New,3.75,3.60,0.79,1,0,1,Bachelor,"Very High","Very High",High,Best,"Meets Expectations",Low
666,26-35,Low,Established,Moderate,Established,3.25,3.20,0.98,0,0,0,Bachelor,High,High,"Very High",Better,"Meets Expectations",Medium
925,46-55,Medium,"Early Tenure","Very Close",New,2.75,2.60,1.25,0,0,0,Master,"Very High","Very High",Low,Good,"Meets Expectations",None
27,36-45,Medium,"Early Tenure",Close,Developing,2.25,2.20,1.30,1,0,1,Master,High,Low,Medium,Better,Excellent,None
1439,18-25,Medium,"Early Tenure",Close,New,1.50,1.60,1.68,1,0,1,College,Low,Low,Low,Better,"Meets Expectations",None
648,26-35,Low,"New Hire",Moderate,New,2.50,2.40,0.77,1,0,1,Master,Medium,Low,High,Best,"Meets Expectations",Low
1273,18-25,Low,"New Hire",Far,New,3.50,3.00,0.43,1,0,1,"Below College",High,"Very High","Very High",Better,"Meets Expectations",None
645,18-25,Low,Established,Moderate,Established,2.75,2.80,0.80,0,0,0,"Below College",Medium,High,High,Better,"Meets Expectations",None
1864,26-35,Medium,Established,Far,Established,3.00,2.80,1.35,0,1,0,"Below College",Medium,High,"Very High",Better,Excellent,Low
1379,26-35,Low,"New Hire","Very Close",New,3.50,3.20,1.06,1,0,1,Bachelor,High,"Very High",High,Best,"Meets Expectations",None
1056,26-35,Low,"New Hire",Close,New,2.75,2.80,0.40,0,0,0,"Below College","Very High",Medium,Medium,Better,Excellent,None
632,18-25,Low,"New Hire",Far,New,3.50,3.40,0.91,0,0,0,Bachelor,"Very High","Very High",High,Better,"Meets Expectations",Medium
974,26-35,Low,"Early Tenure",Moderate,New,3.00,3.00,0.82,0,0,0,Bachelor,High,"Very High",Medium,Better,"Meets Expectations",Low
1077,18-25,Low,"New Hire",Close,New,3.25,3.20,0.88,1,0,1,Bachelor,"Very High","Very High",Medium,Better,"Meets Expectations",None
614,18-25,Low,"New Hire","Very Close",New,2.75,2.80,0.72,1,0,1,Bachelor,Medium,Medium,"Very High",Better,"Meets Expectations",None
1680,18-25,Low,"New Hire",Close,New,2.25,2.40,1.04,0,0,0,"Below College","Very High",Low,Low,Better,"Meets Expectations",None
805,26-35,Low,"Early Tenure",Close,New,2.25,2.40,0.98,0,0,0,Master,Low,"Very High",Medium,Good,"Meets Expectations",Low
1875,26-35,Low,"New Hire","Very Close",New,2.75,2.80,1.09,0,0,0,Bachelor,Medium,Medium,"Very High",Better,"Meets Expectations",Low
1876,26-35,Low,"New Hire",Close,New,2.75,2.80,0.41,1,0,1,Bachelor,Medium,"Very High",High,Good,"Meets Expectations",None
922,18-25,Low,"New Hire","Very Close",New,3.00,2.80,0.78,1,0,1,Bachelor,High,High,"Very High",Good,"Meets Expectations",None
783,36-45,Medium,Established,"Very Close",New,2.25,2.00,2.53,0,0,0,College,Medium,High,Low,Better,"Meets Expectations",None
1996,26-35,Medium,"New Hire","Very Close",New,2.50,2.60,1.17,0,0,0,College,Low,High,High,Better,"Meets Expectations",Low
585,26-35,Low,"Early Tenure",Close,New,2.50,2.60,1.14,0,0,0,"Below College","Very High",Medium,Low,Better,"Meets Expectations",None
738,46-55,Medium,"New Hire",Close,New,3.25,3.20,1.48,0,0,0,Master,"Very High",Medium,"Very High",Better,"Meets Expectations",Low
900,36-45,Low,"Early Tenure",Far,New,3.00,3.00,1.13,0,0,0,College,High,"Very High",Medium,Better,"Meets Expectations",Low
1780,18-25,Low,"New Hire",Close,New,2.25,2.40,1.02,1,0,1,"Below College",Medium,Medium,Medium,Better,"Meets Expectations",None
1691,46-55,Low,Established,Close,Established,3.25,3.20,1.01,1,1,1,College,"Very High",High,High,Better,"Meets Expectations",Medium
555,26-35,Low,"New Hire",Close,New,3.25,2.80,0.90,1,0,1,College,"Very High",High,"Very High",Good,"Meets Expectations",Low
959,18-25,Low,"New Hire",Far,New,3.00,2.80,0.81,1,0,1,Bachelor,"Very High",Medium,Medium,Best,"Meets Expectations",None
1541,26-35,Low,"Long Tenure",Close,Established,2.50,2.60,0.88,0,1,0,College,Medium,High,Medium,Better,Excellent,Low
1331,26-35,Low,"Early Tenure","Very Close",New,2.75,2.80,0.88,1,0,1,Bachelor,"Very High",Medium,Low,Best,"Meets Expectations",None
766,26-35,Low,"New Hire",Close,New,3.25,3.20,0.87,0,0,0,Bachelor,"Very High",Medium,"Very High",Better,"Meets Expectations",Medium
2013,26-35,Low,"New Hire","Very Close",New,2.25,2.20,0.86,0,0,0,Master,Medium,Medium,Medium,Better,"Meets Expectations",Low
941,26-35,Low,Established,Close,New,2.75,2.60,0.89,0,1,0,Master,Medium,High,Medium,Best,"Meets Expectations",None
1364,26-35,Low,"New Hire",Moderate,New,3.00,3.20,0.96,0,0,0,Bachelor,High,"Very High",Medium,Better,"Meets Expectations",Low
749,26-35,Low,"New Hire",Close,New,3.00,3.00,1.01,0,0,0,Bachelor,High,High,High,Better,"Meets Expectations",None
554,18-25,Medium,"Early Tenure","Very Close",Developing,2.00,2.20,1.22,1,0,1,"Below College",Low,Medium,Medium,Better,"Meets Expectations",None
508,26-35,Low,"New Hire","Very Close",New,2.25,2.40,0.94,0,0,0,"Below College",High,Medium,Low,Better,"Meets Expectations",Low
2019,46-55,Medium,Established,Far,New,2.25,2.40,1.33,0,0,0,Master,Low,"Very High",Medium,Good,"Meets Expectations",Medium
669,18-25,Medium,"Early Tenure",Far,New,3.00,3.00,1.31,0,0,0,"Below College",High,High,High,Better,"Meets Expectations",None
2021,18-25,Low,"New Hire","Very Close",New,2.75,2.80,0.91,0,0,0,"Below College",High,Low,"Very High",Better,"Meets Expectations",None
1624,18-25,Low,"New Hire","Very Close",New,3.25,3.20,0.60,1,0,1,College,Medium,"Very High",High,Best,"Meets Expectations",None
2023,18-25,Low,"New Hire",Close,New,2.00,2.20,0.68,1,0,1,Bachelor,"Very High",Low,Low,Good,"Meets Expectations",Low
494,18-25,Low,"New Hire",Moderate,New,3.00,3.20,1.03,1,0,1,Bachelor,High,Medium,"Very High",Better,"Meets Expectations",None
485,26-35,Low,"New Hire","Very Close",New,3.00,3.00,1.09,1,0,1,Bachelor,"Very High",High,Medium,Better,"Meets Expectations",None
484,18-25,Low,"Early Tenure",Close,New,2.50,2.60,0.99,0,0,0,College,Low,"Very High",High,Good,Excellent,None
1710,36-45,Medium,"Long Tenure","Very Close",Established,3.00,3.00,1.71,0,1,0,Master,High,"Very High",High,Good,"Meets Expectations",None
896,26-35,Low,"Early Tenure","Very Close",New,2.75,2.60,1.07,1,0,1,Bachelor,Medium,High,High,Better,"Meets Expectations",High
478,18-25,Low,"Early Tenure","Very Close",New,2.25,2.20,0.83,1,0,1,"Below College",Low,Medium,High,Better,"Meets Expectations",None
1554,26-35,Low,"Early Tenure",Far,New,2.25,2.20,0.93,0,0,0,Master,Medium,High,Low,Better,Excellent,Medium
1928,26-35,Low,"New Hire",Far,New,2.75,3.00,0.42,1,0,1,Bachelor,High,Low,"Very High",Better,"Meets Expectations",None
467,46-55,Low,"New Hire","Very Close",New,2.25,2.40,1.13,0,0,0,"Below College",Medium,High,Low,Better,"Meets Expectations",None
1556,36-45,Low,"Early Tenure","Very Close",New,3.25,3.20,1.01,0,0,0,Master,High,"Very High","Very High",Good,Excellent,None
411,18-25,Low,"New Hire",Close,New,2.75,2.60,0.46,0,0,0,Bachelor,"Very High",High,Low,Better,"Meets Expectations",None
399,26-35,Low,"New Hire","Very Close",New,2.75,2.80,1.06,0,0,0,Bachelor,"Very High",Medium,High,Good,"Meets Expectations",Low
893,36-45,Low,"New Hire",Close,New,2.75,2.60,1.10,0,0,0,Bachelor,Medium,Medium,"Very High",Better,"Meets Expectations",Low
330,26-35,Medium,"Early Tenure","Very Close",New,2.25,2.40,1.50,0,0,0,College,High,Medium,Low,Better,"Meets Expectations",Low
667,26-35,Medium,"Early Tenure","Very Close",New,2.25,2.40,1.16,1,0,1,"Below College",High,Low,Medium,Better,"Meets Expectations",Low
311,36-45,Low,Established,"Very Close",Established,2.75,2.80,1.06,0,1,0,Master,Low,"Very High",High,Better,"Meets Expectations",Low
248,36-45,Medium,"Early Tenure",Moderate,New,2.50,2.60,1.20,1,0,1,College,Medium,Medium,"Very High",Good,Excellent,None
952,18-25,Low,"New Hire",Moderate,New,2.75,2.60,0.92,1,0,1,College,High,Medium,High,Better,"Meets Expectations",High
235,18-25,Low,"New Hire","Very Close",New,2.25,2.00,0.89,1,0,1,"Below College",High,Low,Low,Best,Excellent,None
1486,26-35,Low,"Early Tenure","Very Close",New,3.00,3.00,1.11,1,0,1,Bachelor,Low,High,"Very High",Best,"Meets Expectations",Low
216,26-35,Low,"Early Tenure","Very Close",New,3.25,3.20,0.85,0,0,0,Master,High,High,"Very High",Better,"Meets Expectations",Low
1135,26-35,Low,"New Hire",Moderate,New,2.75,3.00,1.06,0,0,0,Bachelor,High,"Very High",Low,Better,"Meets Expectations",Low
205,46-55,Low,Established,Close,Developing,2.50,2.60,0.88,0,0,0,College,Medium,High,"Very High",Bad,Excellent,Low
